race_date,place_code,race_no,car_no,player_code,player_name,prefecture,kyuhan,prev_kyuhan,kyakusitu,sotugyouki,age,heikin_tokuten,nige_cnt,makuri_cnt,sasi_cnt,mark_cnt,back_cnt,home_tori,st_tori,syouritu,rentairitu2,rentairitu3,ketujyou_tuika_hojyu,shumoku_name,kyori,shukai,kyoso_shurui,yudo_sensyu
2026-03-28,61,8,7,013632,川口 直人,神奈川,A1,S2,追,84,49,92.51,0,0,6,1,0,1,0,9.0,22.0,38.0,,A級特選,1625,4,先固,鳥丸 晃順
2026-03-28,61,9,1,015937,新垣 慶晃,沖 縄,A3,A3,逃,127,25,77.42,4,11,1,1,10,5,3,47.0,80.0,90.0,,A級チ決勝,1625,4,先固,田中 和磨
2026-03-28,61,9,2,015878,椎名 俊介,茨 城,A3,A3,逃,127,25,79.76,13,6,1,1,15,12,13,85.0,100.0,100.0,,A級チ決勝,1625,4,先固,田中 和磨
2026-03-28,61,9,3,015872,池田 充槻,秋 田,A3,A3,逃,127,20,78.96,14,5,0,0,19,15,4,73.0,73.0,80.0,,A級チ決勝,1625,4,先固,田中 和磨
2026-03-28,61,9,4,012850,渡邉 満,福 岡,A3,A2,追,73,53,75.9,0,0,2,2,0,0,1,4.0,19.0,33.0,,A級チ決勝,1625,4,先固,田中 和磨
2026-03-28,61,9,5,014072,伊藤 之人,東 京,A3,A3,両,90,43,72.39,2,0,6,6,2,2,9,12.0,42.0,69.0,,A級チ決勝,1625,4,先固,田中 和磨
2026-03-28,61,9,6,013303,須々田 大昇,青 森,A3,A3,追,80,53,67.61,0,0,2,1,0,0,1,7.0,11.0,42.0,,A級チ決勝,1625,4,先固,田中 和磨
2026-03-28,61,9,7,015472,吉田 勇気,福 岡,A3,A2,両,117,37,74.68,0,7,1,1,1,2,4,24.0,31.0,41.0,,A級チ決勝,1625,4,先固,田中 和磨
2026-03-28,61,10,1,015231,大久保 花梨,福 岡,L1,L1,逃,112,28,55.25,1,10,4,3,10,6,4,33.0,75.0,91.0,,L級ガ決勝,1625,4,I固,鳥丸 晃順
2026-03-28,61,10,2,015020,奥井 迪,東 京,L1,L1,逃,106,44,53.9,11,0,0,1,15,15,3,28.0,57.0,66.0,,L級ガ決勝,1625,4,I固,鳥丸 晃順
2026-03-28,61,10,3,015777,谷元 音羽,鹿児島,L1,L1,両,124,22,47.53,0,2,2,1,1,2,1,10.0,16.0,20.0,(追加),L級ガ決勝,1625,4,I固,鳥丸 晃順
2026-03-28,61,10,4,015315,渡口 まりあ,山 口,L1,L1,両,114,31,50.63,1,3,1,2,8,11,4,0.0,23.0,43.0,,L級ガ決勝,1625,4,I固,鳥丸 晃順
2026-03-28,61,10,5,015667,戸田 瑞姫,茨 城,L1,L1,両,122,23,52.18,0,1,3,2,1,1,0,3.0,22.0,51.0,,L級ガ決勝,1625,4,I固,鳥丸 晃順
2026-03-28,61,10,6,015491,當銘 沙恵美,愛 知,L1,L1,両,118,27,51.7,0,2,4,1,3,9,9,6.0,23.0,60.0,,L級ガ決勝,1625,4,I固,鳥丸 晃順
2026-03-28,61,10,7,015392,加藤 舞,沖 縄,L1,L1,逃,116,28,53.14,3,8,2,3,7,5,0,11.0,59.0,70.0,(追加),L級ガ決勝,1625,4,I固,鳥丸 晃順
2026-03-28,61,11,1,015285,久樹 克門,徳 島,A1,A1,逃,113,34,94.17,0,3,7,5,0,2,4,39.0,65.0,73.0,,A級決勝,1625,4,先固,三宅 達也
2026-03-28,61,11,2,015787,中村 龍吉,福 島,A2,A2,逃,125,25,94.03,12,11,2,0,19,14,19,60.0,83.0,93.0,,A級決勝,1625,4,先固,三宅 達也
2026-03-28,61,11,3,015463,畝木 聖,岡 山,A1,S2,逃,117,29,94.8,3,4,3,2,8,5,10,24.0,48.0,56.0,,A級決勝,1625,4,先固,三宅 達也
2026-03-28,61,11,4,014422,前田 義和,鹿児島,A1,A1,逃,94,41,90.0,6,10,2,2,13,8,4,50.0,66.0,66.0,(追加),A級決勝,1625,4,先固,三宅 達也
2026-03-28,61,11,5,015161,吉田 昌司,埼 玉,A1,A1,逃,111,28,92.76,7,3,1,0,12,10,0,33.0,52.0,71.0,,A級決勝,1625,4,先固,三宅 達也
2026-03-28,61,11,6,015531,深瀬 泰我,静 岡,A1,A1,逃,119,33,84.77,4,3,3,1,6,7,3,14.0,40.0,55.0,,A級決勝,1625,4,先固,三宅 達也
2026-03-28,61,11,7,013914,小谷田 公則,福 島,A2,A2,追,88,44,85.65,0,2,3,2,1,0,2,7.0,25.0,40.0,,A級決勝,1625,4,先固,三宅 達也
2026-03-28,81,1,1,013358,行成 大祐,香 川,A3,A2,追,80,50,78.6,0,0,0,1,0,0,0,0.0,9.0,36.0,,A級チ一般,1625,4,先固,宮本 龍一
2026-03-28,81,1,2,014490,永田 隼一,福 岡,A3,A3,逃,95,45,70.82,5,6,5,0,7,5,1,34.0,45.0,54.0,(追加),A級チ一般,1625,4,先固,宮本 龍一
2026-03-28,81,1,3,014042,徳吉 正治,福 岡,A3,A3,両,89,42,70.26,0,0,1,7,0,0,0,3.0,25.0,35.0,,A級チ一般,1625,4,先固,宮本 龍一
2026-03-28,81,1,4,014351,田口 守,山 口,A3,A3,両,94,37,68.89,3,0,2,3,4,4,2,10.0,28.0,35.0,,A級チ一般,1625,4,先固,宮本 龍一
2026-03-28,81,1,5,013588,齋藤 仁,徳 島,A3,A3,追,83,46,68.37,0,0,3,3,1,0,0,4.0,24.0,32.0,,A級チ一般,1625,4,先固,宮本 龍一
2026-03-28,81,1,6,011741,澤亀 浩司,福 岡,A3,A3,追,60,58,66.06,0,0,2,1,0,0,0,6.0,9.0,24.0,(追加),A級チ一般,1625,4,先固,宮本 龍一
2026-03-28,81,2,1,012982,上原 直樹,岡 山,A3,A3,追,75,52,71.41,0,0,6,5,0,0,1,14.0,32.0,41.0,(追加),A級チ一般,1625,4,先固,長野 和弘
2026-03-28,81,2,2,015912,安達 豪太,兵 庫,A3,A3,逃,127,33,69.42,7,0,0,1,14,13,0,9.0,38.0,52.0,,A級チ一般,1625,4,先固,長野 和弘
2026-03-28,81,2,3,013375,五反田 豊和,宮 崎,A3,A3,両,80,48,69.04,3,1,3,1,6,10,1,4.0,32.0,48.0,,A級チ一般,1625,4,先固,長野 和弘
2026-03-28,81,2,4,013972,富永 昌久,佐 賀,A3,A3,追,88,45,67.89,0,1,2,1,2,1,1,7.0,14.0,32.0,,A級チ一般,1625,4,先固,長野 和弘
2026-03-28,81,2,5,013781,服部 正継,岐 阜,A3,A3,追,86,47,66.85,0,0,4,1,0,0,7,7.0,18.0,25.0,,A級チ一般,1625,4,先固,長野 和弘
2026-03-28,81,2,6,011328,川添 輝彦,沖 縄,A3,A3,追,56,61,65.61,0,0,0,0,0,0,0,0.0,0.0,10.0,,A級チ一般,1625,4,先固,長野 和弘
2026-03-28,81,2,7,011382,清水 広幸,愛 知,A3,A2,追,57,59,61.66,0,0,0,0,0,0,0,0.0,0.0,0.0,,A級チ一般,1625,4,先固,長野 和弘
2026-03-28,81,3,1,015916,小西 涼太,岡 山,A3,A3,逃,127,24,77.93,14,6,0,2,19,18,15,53.0,73.0,83.0,(追加),A級チ選抜,1625,4,先固,林 慶次郎
2026-03-28,81,3,2,012827,光岡 義洋,愛 知,A3,A3,追,73,52,70.76,0,0,4,3,0,0,0,13.0,23.0,50.0,,A級チ選抜,1625,4,先固,林 慶次郎
2026-03-28,81,3,3,012847,古閑 良介,福 岡,A3,A3,追,73,52,70.09,0,1,1,2,0,0,3,4.0,19.0,42.0,,A級チ選抜,1625,4,先固,林 慶次郎
2026-03-28,81,3,4,014550,龍門 慎太郎,岡 山,A3,A3,追,96,40,68.84,2,2,1,2,4,2,2,3.0,21.0,36.0,,A級チ選抜,1625,4,先固,林 慶次郎
2026-03-28,81,3,5,014610,山村 慮太,大 阪,A3,A2,両,97,39,67.92,0,0,2,2,0,1,1,7.0,14.0,21.0,,A級チ選抜,1625,4,先固,林 慶次郎
2026-03-28,81,3,6,015188,浜田 翔平,大 阪,A3,A3,逃,111,36,66.83,2,0,3,1,8,10,3,6.0,20.0,20.0,,A級チ選抜,1625,4,先固,林 慶次郎
2026-03-28,81,3,7,011715,黒木 誠一,兵 庫,A3,A3,両,60,58,66.55,0,0,0,0,0,0,0,0.0,0.0,33.0,,A級チ選抜,1625,4,先固,林 慶次郎
2026-03-28,81,4,1,013196,竹田 和幸,岐 阜,A1,S2,追,78,49,88.06,0,0,1,2,0,0,1,3.0,9.0,28.0,,A級特一般,1625,4,先固,大坪 功一
2026-03-28,81,4,2,013652,隅 直幸,山 口,A1,A2,追,84,47,86.37,0,0,4,5,0,0,14,8.0,37.0,54.0,,A級特一般,1625,4,先固,大坪 功一
2026-03-28,81,4,3,014638,川又 裕樹,鹿児島,A1,A1,追,97,40,86.33,0,0,6,0,0,0,2,14.0,22.0,33.0,,A級特一般,1625,4,先固,大坪 功一
2026-03-28,81,4,4,014314,中川 繁樹,京 都,A1,A1,逃,93,39,84.81,6,3,2,0,12,13,14,18.0,33.0,48.0,,A級特一般,1625,4,先固,大坪 功一
2026-03-28,81,4,5,014449,片折 勇輝,福 岡,A2,A3,両,95,41,81.37,3,1,2,4,4,5,1,14.0,37.0,51.0,(補充),A級特一般,1625,4,先固,大坪 功一
2026-03-28,81,4,6,013370,三槻 智清,佐 賀,A2,A2,追,80,49,80.61,0,0,1,2,0,0,1,4.0,14.0,23.0,,A級特一般,1625,4,先固,大坪 功一
2026-03-28,81,4,7,014335,中園 朋亨,福 岡,A2,A3,追,93,39,78.91,0,0,2,1,0,0,10,4.0,13.0,21.0,(補充),A級特一般,1625,4,先固,大坪 功一
2026-03-28,81,5,1,015561,原井 剣也,福 岡,A1,A1,逃,119,32,86.69,4,2,1,0,8,10,1,15.0,26.0,42.0,,A級特一般,1625,4,先固,宮本 龍一
2026-03-28,81,5,2,013667,田中 洋輔,宮 崎,A1,A1,追,84,46,85.15,0,0,4,4,0,0,2,15.0,30.0,50.0,,A級特一般,1625,4,先固,宮本 龍一
2026-03-28,81,5,3,013809,杉山 剛,福 岡,A2,A2,両,86,48,82.2,0,1,2,1,2,0,1,0.0,11.0,35.0,(補充),A級特一般,1625,4,先固,宮本 龍一
2026-03-28,81,5,4,014265,松永 真太,福 岡,A2,A1,追,92,43,82.0,0,0,4,2,0,0,0,6.0,20.0,33.0,(補充),A級特一般,1625,4,先固,宮本 龍一
2026-03-28,81,5,5,014885,戸田 康平,香 川,A2,A2,逃,101,33,81.77,0,1,2,0,6,8,1,11.0,16.0,16.0,,A級特一般,1625,4,先固,宮本 龍一
2026-03-28,81,5,6,011417,小川 巧,岡 山,A2,A2,追,57,59,81.52,0,0,4,2,0,0,2,4.0,25.0,25.0,,A級特一般,1625,4,先固,宮本 龍一
2026-03-28,81,5,7,015215,照屋 将貴,沖 縄,A2,A2,追,111,30,79.42,0,0,0,0,0,0,1,0.0,0.0,23.0,,A級特一般,1625,4,先固,宮本 龍一
2026-03-28,81,6,1,014109,吉松 直人,高 知,A1,S2,追,90,45,93.96,0,0,6,1,1,1,1,16.0,23.0,40.0,,A級特選,1625,4,先固,林 慶次郎
2026-03-28,81,6,2,014473,重倉 高史,富 山,A1,S2,両,95,40,88.57,0,2,0,0,5,7,4,0.0,9.0,42.0,,A級特選,1625,4,先固,林 慶次郎
2026-03-28,81,6,3,015266,福田 真平,愛 知,A1,A1,追,113,38,88.04,0,0,7,2,0,0,3,25.0,37.0,50.0,,A級特選,1625,4,先固,林 慶次郎
2026-03-28,81,6,4,015833,野村 賢,山 口,A2,A2,逃,125,22,87.16,7,1,0,0,16,19,6,8.0,33.0,62.0,,A級特選,1625,4,先固,林 慶次郎
2026-03-28,81,6,5,013970,三好 陽一,愛 媛,A2,A2,両,88,44,84.28,0,1,5,1,1,2,2,12.0,21.0,36.0,(追加),A級特選,1625,4,先固,林 慶次郎
2026-03-28,81,6,6,013817,吉川 裕二,大 分,A2,A2,追,86,44,81.2,0,0,1,2,0,0,2,0.0,20.0,26.0,,A級特選,1625,4,先固,林 慶次郎
2026-03-28,81,6,7,015567,北川 大成,熊 本,A2,A2,逃,119,25,80.54,3,4,0,0,4,3,2,12.0,29.0,29.0,,A級特選,1625,4,先固,林 慶次郎
2026-03-28,81,7,1,014952,多田 晃紀,岡 山,A1,A1,逃,103,32,89.21,6,2,4,0,15,10,3,25.0,42.0,75.0,,A級特選,1625,4,先固,長野 和弘
2026-03-28,81,7,2,013353,吉永 好宏,広 島,A1,A1,追,80,51,88.25,0,0,3,7,0,0,3,7.0,37.0,48.0,,A級特選,1625,4,先固,長野 和弘
2026-03-28,81,7,3,013811,池田 浩士,佐 賀,A1,A1,追,86,47,86.31,0,0,7,1,0,0,3,15.0,25.0,50.0,,A級特選,1625,4,先固,長野 和弘
2026-03-28,81,7,4,014402,泉谷 直哉,兵 庫,A1,A2,追,94,43,85.87,0,0,7,1,0,0,6,18.0,25.0,62.0,,A級特選,1625,4,先固,長野 和弘
2026-03-28,81,7,5,014843,峰重 祐之介,岡 山,A2,A1,追,100,36,83.16,0,1,1,2,0,0,15,0.0,13.0,36.0,,A級特選,1625,4,先固,長野 和弘
2026-03-28,81,7,6,012845,林 成人,愛 媛,A2,A3,追,73,53,81.43,0,0,4,0,0,0,0,4.0,17.0,21.0,,A級特選,1625,4,先固,長野 和弘
2026-03-28,81,7,7,015563,久保 光司,佐 賀,A2,A2,逃,119,28,80.87,5,1,1,0,18,21,5,9.0,21.0,34.0,,A級特選,1625,4,先固,長野 和弘
2026-03-28,81,8,1,015743,丸林 駿太,福 岡,A3,A2,逃,123,24,76.82,11,2,3,0,16,18,2,31.0,55.0,62.0,(追加),A級チ決勝,1625,4,先固,林 慶次郎
2026-03-28,81,8,2,014489,高鍋 邦彰,福 岡,A3,A2,両,95,39,75.08,7,2,3,1,8,10,3,19.0,36.0,44.0,,A級チ決勝,1625,4,先固,林 慶次郎
2026-03-28,81,8,3,012216,武田 哲二,京 都,A3,A2,追,65,55,74.55,0,0,1,9,0,0,9,3.0,37.0,48.0,,A級チ決勝,1625,4,先固,林 慶次郎
2026-03-28,81,8,4,015906,林 佳宗依,富 山,A3,A3,逃,127,24,74.03,10,6,1,0,19,18,9,34.0,58.0,65.0,,A級チ決勝,1625,4,先固,林 慶次郎
2026-03-28,81,8,5,012603,大川 栄二,和歌山,A3,A3,追,70,53,73.89,0,0,7,4,0,0,1,10.0,39.0,71.0,,A級チ決勝,1625,4,先固,林 慶次郎
2026-03-28,81,8,6,015933,山本 康旗,大 分,A3,A3,逃,127,25,73.33,4,1,0,1,12,12,0,16.0,33.0,44.0,,A級チ決勝,1625,4,先固,林 慶次郎
2026-03-28,81,8,7,015111,布居 翼,和歌山,A3,A3,逃,109,29,72.78,2,4,6,2,12,10,18,25.0,43.0,68.0,,A級チ決勝,1625,4,先固,林 慶次郎
2026-03-28,81,9,1,013445,中村 良二,福 岡,A1,S2,追,81,50,94.65,0,0,6,2,0,0,3,12.0,25.0,45.0,,A級決勝,1625,4,先固,大坪 功一
2026-03-28,81,9,2,015570,松本 憲斗,熊 本,A1,S2,逃,119,29,94.05,1,5,2,0,2,1,1,38.0,44.0,72.0,,A級決勝,1625,4,先固,大坪 功一
2026-03-28,81,9,3,015377,蒋野 翔太,徳 島,A1,S2,逃,115,30,91.68,0,1,3,1,5,2,3,4.0,20.0,36.0,,A級決勝,1625,4,先固,大坪 功一
2026-03-28,81,9,4,012544,上田 学,愛 媛,A1,A1,追,69,54,91.25,0,0,10,2,0,0,8,28.0,42.0,64.0,,A級決勝,1625,4,先固,大坪 功一
2026-03-28,81,9,5,013582,肥後 尚己,大 阪,A1,A1,追,83,49,90.42,0,0,7,3,0,0,4,23.0,38.0,57.0,,A級決勝,1625,4,先固,大坪 功一
2026-03-28,81,9,6,015902,安達 光伸,岐 阜,A2,A3,逃,127,24,88.33,11,5,1,0,15,11,1,66.0,80.0,85.0,,A級決勝,1625,4,先固,大坪 功一
2026-03-28,81,9,7,015908,川村 峻輝,京 都,A2,A3,逃,127,24,81.29,15,6,0,0,22,18,7,70.0,77.0,81.0,(追加),A級決勝,1625,4,先固,大坪 功一
2026-03-29,31,1,1,013109,志村 正洋,神奈川,A3,A3,追,77,51,67.52,0,0,1,1,0,0,0,0.0,9.0,19.0,,A級チ一般,1682,5,先固,福森 慎太郎
2026-03-29,31,1,2,014686,秋永 昂人,福 岡,A3,A3,両,98,39,70.24,0,1,3,3,1,2,10,6.0,21.0,39.0,(追加),A級チ一般,1682,5,先固,福森 慎太郎
2026-03-29,31,1,3,011847,赤松 誠一,高 知,A3,A3,追,61,58,66.11,0,0,0,1,0,0,1,0.0,2.0,17.0,,A級チ一般,1682,5,先固,福森 慎太郎
2026-03-29,31,1,4,015290,真崎 章徳,佐 賀,A3,A3,逃,113,30,67.4,2,3,0,1,7,9,3,16.0,24.0,28.0,,A級チ一般,1682,5,先固,福森 慎太郎
2026-03-29,31,1,5,011599,和泉田 喜一,千 葉,A3,A3,追,59,58,67.18,0,2,2,1,0,0,4,3.0,18.0,29.0,(補充),A級チ一般,1682,5,先固,福森 慎太郎
2026-03-29,31,1,6,014015,米倉 剛志,千 葉,A3,A3,逃,89,43,65.0,3,1,0,0,6,5,4,11.0,23.0,23.0,,A級チ一般,1682,5,先固,福森 慎太郎
2026-03-29,31,2,1,015164,菱沼 元樹,埼 玉,A3,A3,逃,111,31,69.5,7,2,0,0,15,16,0,16.0,37.0,50.0,(追加),A級チ一般,1682,5,先固,本多 哲也
2026-03-29,31,2,2,014257,岡崎 克政,岡 山,A3,A3,逃,92,40,69.56,2,2,0,1,9,13,1,15.0,19.0,30.0,,A級チ一般,1682,5,先固,本多 哲也
2026-03-29,31,2,3,015209,中野 真吾,佐 賀,A3,A2,逃,111,39,76.9,2,11,2,2,3,1,5,21.0,51.0,60.0,,A級チ一般,1682,5,先固,本多 哲也
2026-03-29,31,2,4,014128,嶋貫 高大,宮 城,A3,A3,追,91,44,70.37,0,0,1,0,0,0,0,3.0,3.0,35.0,,A級チ一般,1682,5,先固,本多 哲也
2026-03-29,31,2,5,012307,尾崎 勝弘,徳 島,A3,A3,追,66,57,67.18,0,0,2,1,0,0,2,3.0,11.0,25.0,,A級チ一般,1682,5,先固,本多 哲也
2026-03-29,31,2,6,013840,高瀬 卓,埼 玉,A3,A3,追,87,47,66.46,0,0,3,1,0,0,0,7.0,15.0,26.0,(追加),A級チ一般,1682,5,先固,本多 哲也
2026-03-29,31,3,1,014407,森 佑樹,岡 山,A3,A3,逃,94,40,69.9,9,3,2,2,15,15,1,15.0,48.0,54.0,,A級チ選抜,1682,5,先固,坪内 恒
2026-03-29,31,3,2,011346,野崎 修一,栃 木,A3,A3,追,57,63,67.9,0,0,2,3,0,0,0,6.0,16.0,40.0,,A級チ選抜,1682,5,先固,坪内 恒
2026-03-29,31,3,3,013253,柴田 功一郎,神奈川,A3,A2,追,79,49,76.85,0,0,3,3,0,0,0,10.0,30.0,45.0,,A級チ選抜,1682,5,先固,坪内 恒
2026-03-29,31,3,4,014555,水木 裕聡,高 知,A3,A3,追,96,43,68.06,0,1,2,2,1,0,3,10.0,16.0,26.0,,A級チ選抜,1682,5,先固,坪内 恒
2026-03-29,31,3,5,011990,茂木 和臣,埼 玉,A3,A3,追,63,56,69.88,0,0,4,3,0,0,3,11.0,25.0,37.0,,A級チ選抜,1682,5,先固,坪内 恒
2026-03-29,31,3,6,012242,穴井 利久,福 岡,A3,A2,追,65,55,66.52,0,0,0,0,0,0,1,0.0,0.0,28.0,,A級チ選抜,1682,5,先固,坪内 恒
2026-03-29,31,3,7,013567,吉原 友彦,神奈川,A3,A2,両,83,48,73.13,2,2,0,1,5,6,0,13.0,22.0,45.0,,A級チ選抜,1682,5,先固,坪内 恒
2026-03-29,31,4,1,014274,吉成 晃一,熊 本,A3,A3,両,92,40,69.96,0,0,3,3,0,0,2,3.0,19.0,38.0,(追加),A級チ選抜,1682,5,先固,福森 慎太郎
2026-03-29,31,4,2,014382,伊藤 翼,神奈川,A3,A3,両,94,40,71.85,6,5,4,0,6,8,0,46.0,53.0,57.0,,A級チ選抜,1682,5,先固,福森 慎太郎
2026-03-29,31,4,3,014880,野見 泰要,岡 山,A3,A3,逃,101,43,72.08,19,2,2,0,31,33,5,31.0,48.0,61.0,,A級チ選抜,1682,5,先固,福森 慎太郎
2026-03-29,31,4,4,014213,岡田 哲夫,福 島,A3,A3,追,92,43,70.5,0,0,3,2,0,0,3,5.0,14.0,38.0,,A級チ選抜,1682,5,先固,福森 慎太郎
2026-03-29,31,4,5,014218,邊見 斎,福 島,A3,A3,追,92,40,68.57,0,0,1,2,1,0,7,0.0,14.0,42.0,,A級チ選抜,1682,5,先固,福森 慎太郎
2026-03-29,31,4,6,013244,小林 高志,東 京,A3,A3,追,79,52,66.87,0,0,0,1,0,0,0,0.0,4.0,16.0,,A級チ選抜,1682,5,先固,福森 慎太郎
2026-03-29,31,4,7,013964,高田 大輔,徳 島,A3,A2,追,88,47,73.76,0,0,4,1,0,0,1,3.0,16.0,40.0,,A級チ選抜,1682,5,先固,福森 慎太郎
2026-03-29,31,5,1,014216,田村 純一,福 島,A3,A2,両,92,39,74.77,2,4,3,0,3,4,3,22.0,33.0,44.0,(追加),A級チ決勝,1682,5,先固,春日 勇人
2026-03-29,31,5,2,014563,興呂木 雄治,熊 本,A3,A2,両,96,36,75.5,0,0,6,3,0,0,4,18.0,28.0,53.0,,A級チ決勝,1682,5,先固,春日 勇人
2026-03-29,31,5,3,014992,楠野 史尭,埼 玉,A3,A2,両,105,37,78.58,8,0,4,2,11,10,0,25.0,58.0,79.0,,A級チ決勝,1682,5,先固,春日 勇人
2026-03-29,31,5,4,012876,湯浅 弘光,千 葉,A3,A3,追,74,53,71.07,0,0,4,1,0,0,3,3.0,18.0,29.0,,A級チ決勝,1682,5,先固,春日 勇人
2026-03-29,31,5,5,015936,下山 聖斗,鹿児島,A3,A3,逃,127,24,77.66,4,5,0,0,7,4,3,66.0,75.0,83.0,(追加),A級チ決勝,1682,5,先固,春日 勇人
2026-03-29,31,5,6,015425,藤野 竜也,栃 木,A3,A3,追,117,26,69.0,0,0,1,4,0,0,1,3.0,15.0,34.0,,A級チ決勝,1682,5,先固,春日 勇人
2026-03-29,31,5,7,015884,秋山 太洋,東 京,A3,A3,逃,127,24,75.41,4,2,0,0,5,4,10,30.0,46.0,61.0,,A級チ決勝,1682,5,先固,春日 勇人
2026-03-29,31,6,1,015223,中西 叶美,愛 知,L1,L1,両,112,29,44.5,0,0,0,0,0,6,12,0.0,0.0,0.0,,L級ガ一般,1682,5,I固,坪内 恒
2026-03-29,31,6,2,015940,千葉 捺美,群 馬,L1,L1,両,128,31,49.34,0,0,3,2,2,4,6,10.0,17.0,41.0,,L級ガ一般,1682,5,I固,坪内 恒
2026-03-29,31,6,3,015851,片岡 美奈,栃 木,L1,L1,両,126,27,48.48,0,1,2,4,0,0,0,6.0,21.0,33.0,,L級ガ一般,1682,5,I固,坪内 恒
2026-03-29,31,6,4,015856,野寺 梓,静 岡,L1,L1,追,126,25,46.28,0,0,0,0,0,0,4,0.0,0.0,4.0,,L級ガ一般,1682,5,I固,坪内 恒
2026-03-29,31,6,5,015774,金田 舞夏,福 岡,L1,L1,両,124,23,47.56,0,1,0,1,2,1,0,0.0,12.0,31.0,,L級ガ一般,1682,5,I固,坪内 恒
2026-03-29,31,6,6,015074,島田 優里,長 崎,L1,L1,追,108,31,48.92,0,0,0,3,0,1,0,0.0,10.0,31.0,,L級ガ一般,1682,5,I固,坪内 恒
2026-03-29,31,7,1,015773,枝光 美奈,福 岡,L1,L1,両,124,28,50.52,0,1,3,4,0,2,7,0.0,22.0,38.0,,L級ガ決勝,1682,5,I固,本多 哲也
2026-03-29,31,7,2,015678,小林 真矢香,石 川,L1,L1,両,122,25,49.48,1,1,2,1,2,8,3,7.0,18.0,25.0,,L級ガ決勝,1682,5,I固,本多 哲也
2026-03-29,31,7,3,015756,熊谷 芽緯,岩 手,L1,L1,逃,124,22,55.46,8,13,1,1,22,8,5,56.0,76.0,86.0,,L級ガ決勝,1682,5,I固,本多 哲也
2026-03-29,31,7,4,015587,吉川 美穂,和歌山,L1,L1,両,120,33,56.16,6,9,3,4,8,3,0,65.0,84.0,92.0,,L級ガ決勝,1682,5,I固,本多 哲也
2026-03-29,31,7,5,015669,河内 桜雪,群 馬,L1,L1,追,122,23,51.46,0,1,1,7,0,1,5,3.0,34.0,53.0,,L級ガ決勝,1682,5,I固,本多 哲也
2026-03-29,31,7,6,015023,石井 貴子,千 葉,L1,L1,両,106,36,53.5,1,1,2,1,2,1,1,20.0,33.0,73.0,,L級ガ決勝,1682,5,I固,本多 哲也
2026-03-29,31,7,7,015586,太田 瑛美,三 重,L1,L1,両,120,25,53.5,0,4,7,4,4,2,0,16.0,50.0,70.0,(追加),L級ガ決勝,1682,5,I固,本多 哲也
2026-03-29,83,1,1,012920,山崎 岳志,佐 賀,A2,A2,追,74,52,82.96,0,0,4,2,0,0,2,7.0,22.0,33.0,,A級一般,1625,4,先固,川野 深
2026-03-29,83,1,2,015785,福田 健太,宮 城,A2,A2,逃,125,25,87.0,4,0,0,0,9,11,4,16.0,33.0,50.0,,A級一般,1625,4,先固,川野 深
2026-03-29,83,1,3,015447,小浦 凪,岐 阜,A1,A1,両,117,26,84.15,1,0,5,1,3,2,1,12.0,21.0,43.0,,A級一般,1625,4,先固,川野 深
2026-03-29,83,1,4,015642,眞砂 英作,香 川,A2,A2,逃,121,30,83.32,3,2,1,0,14,15,7,0.0,24.0,44.0,,A級一般,1625,4,先固,川野 深
2026-03-29,83,1,5,015650,田代 匠,福 岡,A2,A2,逃,121,25,86.29,6,3,1,0,16,15,4,25.0,41.0,54.0,,A級一般,1625,4,先固,川野 深
2026-03-29,83,1,6,013838,山田 武,群 馬,A2,A2,追,87,48,80.74,0,1,1,1,0,0,0,3.0,11.0,33.0,,A級一般,1625,4,先固,川野 深
2026-03-29,83,1,7,013980,森田 康嗣,北海道,A1,A2,両,89,44,86.8,3,4,4,2,9,11,22,26.0,43.0,53.0,,A級一般,1625,4,先固,川野 深
2026-03-29,83,2,1,015113,酒井 拳蔵,大 阪,A1,A1,両,109,30,91.26,1,8,0,1,2,1,6,30.0,43.0,47.0,,A級一般,1625,4,先固,中村 翔平
2026-03-29,83,2,2,012417,須藤 直道,群 馬,A1,A1,追,68,54,84.7,0,0,7,0,0,0,2,18.0,25.0,25.0,,A級一般,1625,4,先固,中村 翔平
2026-03-29,83,2,3,014083,成清 謙二郎,千 葉,A2,A1,追,90,42,83.88,0,0,1,2,0,0,0,0.0,15.0,21.0,,A級一般,1625,4,先固,中村 翔平
2026-03-29,83,2,4,013298,井手 健,長 崎,A2,A2,追,79,52,80.74,0,0,1,1,0,0,1,3.0,7.0,25.0,,A級一般,1625,4,先固,中村 翔平
2026-03-29,83,2,5,015803,西村 剛,新 潟,A2,A2,逃,125,26,88.66,3,4,0,0,10,7,1,37.0,43.0,50.0,,A級一般,1625,4,先固,中村 翔平
2026-03-29,83,2,6,015155,三浦 大輝,宮 城,A2,A2,逃,111,28,78.73,0,1,0,0,3,5,2,0.0,3.0,15.0,,A級一般,1625,4,先固,中村 翔平
2026-03-29,83,2,7,013645,川木 敬大,兵 庫,A1,A1,追,84,47,83.34,0,0,2,4,0,0,2,0.0,20.0,34.0,,A級一般,1625,4,先固,中村 翔平
2026-03-29,83,3,1,014206,金野 俊秋,千 葉,A2,A1,両,92,42,86.85,4,2,1,1,5,8,9,11.0,29.0,51.0,,A級特選,1625,4,先固,八尋 翔平
